,x2
028670,"당사는 당사와 연결대상 종속회사에 포함된 회사들을 통해 주력사업인 벌크화물 운송 서비스를 필두로 비벌크화물 운송 서비스 컨테이너화물 운송 서비스, 탱커선 서비스, LNG운송 서비스 까지 다양한 형태의 해상운송사업을 통해 매출 및 수익을 창출하고 있으며, 곡물사업 및 기타사업 선박 관리업 등 을 함께 영위하고 있습니다. 당사의 영업부문은 해운업 벌크, 비벌크[컨테이너, 탱커, LNG] 과 곡물사업, 기타 선박관리업 등 으로 구분할 수 있습니다. 당사의 제   해운업 운임은 USD RT로 전년 동기 대비 약  상승하였으며, 제  누계 매출액은   각 사업부문별 매출현황은 아래와 같습니다. 단위 백만원 제      당사는 전 세계의 벌크 비벌크화물을 영업 대상으로 하고 있으며, 선적항이 소재하는 국가를 기준으로 크게  지역으로 구분할 때   지역부문별 매출은 아시아   , 북아메리카   , 오세아니아   , 남아메리카   , 아프리카   , 유럽   순으로 발생하고 있습니다.효율적인 영업 및 관리를 위하여 당사의 영업본부는 케이프영업본부, 파나막스영업본부, 벌크영업 벌크영업 벌크영업 특수선영업본부, 컨테이너선영업본부, LNG사업실, 영업지원실로 총  영업 본부와  실로 구성되어 있으며, 주요 거점별 해외 지사 및 GLOBAL 해운중계업체를 통해 화물 선박정보를 획득하여 해상운송을 하고 있습니다.또한, 당사의 주요 매출처는 주 포스코, VALE, 현대 글로비스 주식회사, SUZANO S.A. 구FIBRIA CELULOSE S.A. , 한국 남동발전 주 , 한국 남부발전 주 , 한국 가스공사 등입니다. "
010060,"연결회사는  설립 이래 고부가가치 화학제품을 생산해온 업체로, 화학산업에서 얻은 기술력 및 공정 노하우를 활용하여 기초화학제품 및 석유화학제품, 에너지솔루션, 도시개발, 바이오사업 투자 등 다양한 사업포트폴리오를 운영하고 있습니다. 부문별 주요 사업의 내용 및 매출 비중은 아래와 같습니다. 주 당분기 연결 조정 전 매출액 기준연결회사의 지역별 매출은 국내 매출   원, 수출이   원이며, 폴리실리콘, TAR, BTX 등 제품 매출이  , 상품매출이  , 용역 및 임대 등이 나머지를 차지하고 있습니다. "
298050,"당사 및 해외종속회사의 사업은 제품 및 제조공정의 특징, 시장 및 판매방법의 특징 등에 따라 산업자재와 기타 부문으로 구분할 수 있습니다. 산업자재 부문에는 타이어보강재, 산업용 원사, 카페트, 아라미드, 탄소섬유 등이 있습니다. 타이어보강재는 타이어제조에 필수적으로 사용되며, 대표제품으로 타이어코드와 스틸코드가 있습니다.산업용 원사는 자동차용 SEAT BELT, 에어백, 건축, 토목 및 일반 산업현장 등에서 광범위하게 사용되고 있습니다. 카페트는 자동차 차체 바닥에 장착되는 제품으로 내구성이 우수하고 흡음성과 차음성이 뛰어나 주행 시 소음 개선 효과가 있습니다. 이외에 아라미드는 방탄소재, 자동차 고무 보강용, 산업용 등에 사용되며, 탄소섬유는 고압용기, 전선심재, 건축보강 요도로 사용되는 고부가가치 신소재 제품입니다. 산업자재부문의   매출액은  당사 연결 기준 매출액의  를 차지하고 있습니다. 기타부문에는 고부가가치, 고기능성 섬유소재로써 주로 의류용으로 사용되는 스판덱스, 폴리에스터 원사가 있습니다. 기타 부문의   매출액은  당사 연결 기준 매출액의  를 차지하고 있습니다.주요 원재료에는 산업자재 부문의 PET CHIP, WIRE ROD와 기타 부문의 PTMG, MDI 등이 있습니다. PET CHIP, WIRE ROD의 주요 매입처에는 효성티앤씨, PHP, INVISTA가있으며, PTMG, MDI의 주요 매입처에는 HYOSUNG DONGNAI 등이 있습니다. PET CHIP의   가격은   KG로 전년   KG 대비 상승하였으며, 유가 변동 및 시장 수급 상황 등이 원인입니다. WIRE ROD의   가격은   톤으로 전년   톤 대비 상승하였으며, 공급부족과 중국발 가격 상승이 원인입니다. PTMG의   가격은   톤으로 전년   톤 대비 상승하였으며, 수요증가와 원재료 가격 상승 등이 원인입니다. MDI의  가격은   톤으로 전년   톤대비 상승하였으며, 시장 수요증가와 제조사들의 공급 감소가 원인입니다.산업자재 제품은 당사를 비롯하여 해외종속회사 HYOSUNG VIETNAM CO., LTD. HYOSUNG QUANG NAM CO., LTD, HYOSUNG STEEL CORD QINGDAO CO., LTD, HYOSUNG CHEMICAL FIBER JIAXING CO., LTD, HYOSUNG LUXEMBOURG S.A, GLOBAL SAFETY TEXTILES GMBH, GS T AUTOMOTIVE SAFETY CHANGSHU CO. LTD, GS T SAFETY TEXTILES RO S.R.L 등에서 생산하고 있습니다. 주요 사업장의 위치는 울산, 전주, 대전과 베트남 DONG-NAI PROVINCE, 중국 QINGDAO, JIAXING 등입니다.   기준 생산 능력은  생산 실적은  가동률은  입니다. 기타부문 제품은 HYOSUNG VIETNAM CO., LTD, HYOSUNG CHEMICAL FIBER JIAXING CO., LTD. 에서 생산하고 있습니다. 사업장의 위치는 베트남 DONG-NAI PROVINCE와 중국 JIAXING입니다.   기준 생산 능력은  생산 실적은  가동률은  입니다.  연결 기준 매출액은 산업자재  기타부문  당사 및 해외종속회사별로 구분하면, 당사의 별도 기준 매출액은 총  그 중 수출은   , 내수는   입니다. 주요 매출처로는 HYOSUNG VIETNAM CO., LTD.  , HYOSUNG DONG NAI COMPANY LIMITED  , HYOSUNG USA INC.  , 한국 타이어앤테크놀로지  가 있습니다. 주요 종속회사 중 HYOSUNG VIETNAM CO., LTD.의 매출은 수출  , 내수  이며 주요 매출처는 산업자재 부문에서 HYOSUNG USA  , HYOSUNG LUX SA  가 있으며, 기타 부문에서 HYOSUNG DONGNAI  가 있습니다. HYOSUNG QUANG NAM CO., LTD은 수출  , 내수  이며, 주요 매출처는 HYOSUNG VIETNAM  , 효성첨단소재  가 있습니다. HYOSUNG STEEL CORD QINGDAO CO., LTD.는 수출  , 내수  이며, 주요 매출처는 한국 타이어 중국  , 넥센타이어  가 있습니다. 이외에도 HYOSUNG CHEMICAL FIBER JIAXING CO., LTD., HYOSUNG LUXEMBOURG S.A, GS T AUTOMOTIVE SAFETY CHANGSHU CO., LTD. 등에서 수출 및 내수로 판매하고 있으며, 이들의 주요 매출처에는 굿이어, 컨티넨털, 미쉐린, ZF, AUTOLIV 등이 있습니다. 이외에 당사와 해외종속회사는 영업활동과 관련된 시장위험, 신용위험, 유동성위험, 자본위험 등을 최소화하기 위한 재무관리 정책을 실시하고 있습니다. 재무 RISK관리는 본사 재무실에서 주관하며 본사 내 사업부 및 해외종속회사와 유기적인 협력을 통해 실시합니다. 재무 RISK 관리의 일환으로 당사는 외화차입금의 환율변동위험을 회피하기 위해 선물환, 통화스왑 계약을 체결하고 있습니다. 그리고 당사는 전문 연구개발 조직을 통해 꾸준한 연구개발 활동을 하고 있으며 생산 기술 및 제품 개발에 힘쓰고 있습니다. "
012750,"당사는 '종합 안심솔루션 회사'로서 주요 사업으로 '보안시스템 서비스', '건물관리 서비스' 사업을 영위하고 있으며, 첨단 보안시스템과 부동산 종합 서비스 역량, 차별화된 고객서비스로 대한민국의 보안 및 건물관리 서비스 시장을 선도하고 있습니다. 먼저 보안시스템 서비스 부문에서는 유 무선 통신 네트워크를 통해 첨단 보안기기와 관제센터, 출동요원을 연결하여 범죄 및 사고를 예방하는 기계경비, 출입관리 영상감시 등 각종 보안시스템과 솔루션을 종합적이고 효율적으로 설계 구축하고 유지보수를 제공하는 보안SI 등 다양한 서비스를 제공하고 있습니다. 당사는 전국을 관할하는 서비스 거점, 영업 및 출동 인력을 보유하고 있으며, 시큐리티 전문 교육을 통해 서비스 품질 확보에 주력하고 있습니다. 또한 변화하는 보안 트렌드에 부합하는 기술을 제공하기 위해 클라우드 기반 출입근태, 영상보안 솔루션, 발열감지 솔루션 등을 출시하며 고객에게 안전과 안심의 가치를 제공하고 있습니다. 그 결과  '한국 국서비스품질지수 무인경비부문'  연속  '한국 국산업의 브랜드 파워 방범보안서비스 부문'  연속  선정되었습니다.다음으로 건물관리 서비스 부문에서는 시설운영, 유지보수, 보안, 미화, 주차, 안내 등 건물 시설관리 전반의 운영 및 유지관리 서비스를 제공하는 FM FACILITY MANAGEMENT 서비스와 건물의 예산 수립 및 관리, 임대차관리, 부동산 운영 리스크관리 등 건물 자산의 운영수익을 극대화하는 PM PROPERTY MANAGEMENT 서비스, 투자자문, 매매 임대차 컨설팅 등의 서비스를 제공하고 있습니다. 당사는 건물관리 서비스 전 영역을 아우르는 전문화된 인력과 통합적인 서비스 제공체계 및 차별화된 건물관리 노하우를 보유하고 있습니다. 이를 바탕으로  프리미엄 부동산 종합브랜드 '에스원 블루에셋'을 출시하였으며, '에스원 블루에셋'은    연속 '한국 국서비스대상 빌딩관리부문'에서 대상을 수상하며 그 우수성을 인정받고 있습니다. 뿐만 아니라 최근에는 스마트 건물관리, 스마트 주차관리, 스마트 케어존 등 신규 서비스를 출시하며 새로운 성장 가능성을 만들어가고 있습니다. 당사는 사업부, 본부, 사업팀, 지사 등 전국적인 영업망을 통하여 영업을 진행하고 있으며,  상반기 매출은 연결기준   사업부문별 매출 및 재무현황에 관련된 세부내용은 'Ⅱ. 사업의 내용'의 ' 주요 제품 및 서비스', ' 매출 및 수주상황', ' 기타 참고사항' 등을 참고 하시기 바랍니다. "
272210,"당사 및 당사의 종속회사는 방산전자 분야의 핵심기술을 바탕으로 제품의 개발, 생산 및 판매를 주요 사업으로 하는 방산부문과 기업의 전산 시스템을 구축 SI , 유지보수 ITO 등 서비스를 판매하는 ICT 부문, 신사업 분야인 에어모빌리티 AIR MOBILITY , 위성통신사업, 디지털 플랫폼을 주축으로 하는 기타부문이 있습니다. [방산부문]당사 방산부문은 레이다 등으로 구성되는 감시정찰, 미래 네트워크중심전 NCW 을 위한 통합솔루션을 제공하는 지휘통제통신, 항공기 등에 탑재되는 전자장비 및 각종 센서류를 통합하는 항공전자, 국내 유일의 수상함 및 잠수함 전투체계 독자개발 역량을 갖추고 있는 해양시스템, 한반도 지역 및 주변국을 실시간으로 감시할 수 있는 SAR, EO IR 등의 위성사업 등을 주요 사업으로 수행하고 있습니다. 당분기말 현재 방산부문의 영업실적은 매출   영업이익  당기순이익  기록하였습니다. 주요 사업은 TICN  양산, 피아식별장치 IFF MODE 등 이며 주요매출처는 방위사업청으로 방산부문 매출액의 약  를 차지하고 있습니다. 방산부문 제품의 최종 사용자는 대부분 정부기관으로 일반적인 제품의 판매방식과 달리 고객과의 공급계약 체결 후 정해진 납기에 맞추어 제품을 납품하는 수주산업으로 당분기말 방산부문의 수주잔고는   [ICT부문] 당사의 ICT부문은 기업이 비즈니스를 수행하기 위해 필요한 정보화 시스템을 구축 하는 SI사업과 고객의 전산시스템을 운영 및 관리하는 IT아웃소싱 등을 주요사업으 로 수행하고 있습니다. 당분기말 현재 ICT부문의 영업실적은 매출  영업 이익  당기순이익  기록하였으며, 주요 매출처는 한화 생명보험 주 로 보험코어시스템 구축  사업 등을 수행하고 있으며, ICT부문 매출액의 약  를 차지하고 있습니다. ICT부문은 고객사에 대한 직접 영업 수행을 통해 계약을 체결하고 있으며, 당분기말 ICT부문의 수주잔고는  [기타부문] 당사의 기타부문은 회사의 미래 지속가능한 경영을 하기 위한 신사업을 주축으로 구성되어 있습니다. 에어모빌리티 AIR MOBILITY 사업은 도심 상공에서 사람이나 화물을 운송할 수 있는 차세대 교통 체계입니다. 당사는 현재 미국 OVERAIR사에 대한 지분투자와 함께 당사 인력을 OVERAIR사에 파견하여 기체 공동협력개발을 진행하고 있으며, 국내에서는 UAM 팀 코리아에 업체대표로 참가하여 글로벌 UAM SOLUTION PROVIDER 비전을 바탕으로 미래형 모빌리티 PAV 기체, 서비스, 인프라 등 미래 모빌리티에 대한 토탈 솔루션 제공을 목표로 전방위적인 사업기회를 발굴해 나가고 있습니다. 위성통신사업은 저궤도 위성을 중심으로 위성통신 안테나, 위성통신 서비스 등의 사업을 추진 및 계획하고 있습니다. 해외 자회사인 한화 페이저 HANWHA PHASOR LTD. 는 독자적인 집적회로 반도체 ASIC, APPLICATION-SPECIFIC INTEGRATED CIRCUIT 기술과 평판 안테나 기술을 바탕으로 초박형 고성능 위성통신안테나를 개발 중입니다. 한편, 메타 물질 기반 전자식 위성통신 안테나 제품을 상용화하여 판매하는 미국의 기술 벤처 기업 카이메타社 KYMETA CORPORATION 에 지분투자를 통해 상호협력을 위한 전략적 파트너십을 체결하였고 올해부터 카이메타의 위성 안테나 제품의 한국 시장 독점 판권을 확보하여 국내외 시장 개척에 나설 예정이며 전자식 위성 통신 안테나 공동개발을 계획하고 있습니다. 또한, 다국적 저궤도 위성통신기업 원웹 ONEWEB 에 지분투자를 통해 협력관계를 맺고 저궤도 위성을 이용한 국내외 위성통신 사업에 참여하려는 계획을 구체화 하고 있습니다.디지털 플랫폼은 블록체인 기술을 활용해 자산 유동화를 구현하여 편리하고 혁신적인 투자 기회와 효과적인 유동성 확보 수단을 제공하여 자산거래를 활성화하는 사업입니다. 유동화된 디지털 자산을 금융투자업과 결합하는 테크핀 사업이 대표적인 사업형태입니다. 본 사업의 개요에 요약된 내용의 세부사항 및 포함되지 않은 내용 등은 II. 사업의 내용 의  주요 제품 및 서비스 부터  기타 참고사항 까지의 항목에 상세히 기재되어 있으며 이를 참고하여 주시기 바랍니다. "
002380,"당사는  창사 이래 건축 산업용 자재와 도료, 실리콘 및 첨단소재를 생산하는 종합정밀화학 기업이며 수익을 창출하는 용역의 성격에 따라 주요 영업부문을 건자재, 도료, 실리콘, 기타 부문으로 구분하고 있습니다. [건자재 부문]건자재 산업은 대규모 자본, 설비 및 사업용 부지가 요구되는 자본집약형 장치산업으로서 대규모의 투자가 요구됩니다. 또한 국내 건축자재 시장은 과점구조로서, 브랜드 및 유통망에 의한 진입장벽이 높습니다. 당사는 과점시장인 현재 시장구도에서 안정적인 사업영위가 가능하지만 여전히 코로나 불확실성, 주택담보대출 규제 강화와 부동산 경기 과열에 대한 정부의 부동산 억제 정책 등으로 건축자재 수요 감소를 가속화 할 가능성 또한 존재합니다. 건자재 부문의 주요 제품은 내장재로는 석고보드, 천장재로는 마이톤 암면흡음천장판 , 석고텍스 석고천장판 을 생산하고 있으며 보온단열재로는 미네랄울 암면 , 그라스울 유리면 , 세라믹화이버 등을 생산하여 건축용, 산업용, 선박용, 패널용 등 다양한 소비자 요구에 맞춰 공급하고 있습니다. 반기말 연결 기준 매출액은  전체 매출액 중  의 매출비중을 차지하고 있습니다.[도료 부문]도료 산업은 건설, 자동차, 조선 등의 산업용은 물론 생활 주변에 사용되는 가정용 등 다양한 방면에 사용되고 있습니다. 생산 초기에는 대량생산이 주를 이루었으나 현재는 다양한 수요에 적절히 대응하기 위하여 다품종 생산체제를 이루고 있으며, 점차 기술력을 요하는 선박용 특수 도료 등 고부가가치 제품으로 시장의 주력이 이동하고 있는 상황입니다. 따라서 시장은 과거많은 군소업체가 난립하여 경쟁하던 단계에서 기술력과 브랜드파워를 겸비한 일부 상위업체 위주로 재편되고 있습니다. 도료산업은 원재료의 수입 비중이 높아 환율 및 유가와 밀접한 관련을 가지고 있으며, 전방산업인 건설, 자동차, 조선, 전자산업 등의 경기에 많은 영향을 받고 있습니다.도료 부문의 주요 제품으로는 건축도료, 중방식도료, 분체도료, 일반공업도료, PCM도료, 자동차도료, 플라스틱 도료 등이 있으며 건설, 자동차, 조선, 전자 등의 다양한 산업의 원재료로 쓰이는 것은 물론 개인들의 가정용 수요 등 다양한 방면에 사용된다는 특징을 가지고 있습니다. 반기말 연결 기준 매출액은  전체 매출액 중  의 매출비중을 차지하고 있습니다.,[실리콘 부문]실리콘 산업은 일반 소비자들이 사용하는 생활용품등의 소비재 시장의 견조한 시장 성장을 바탕으로 실리콘의 뛰어난 물성으로 인해 자동차, 전기전자 등 각종 산업에 응용처가 확대되고 있습니다. 최근 전기차 시장의 성장과 고령화에 따른 의료용 수요 증대로 고부가가치 실리콘 제품을 중심으로 더욱 높은 시장 성장이 전망되고 있습니다.실리콘 산업은 실리콘 메탈 등을 원료로 하여 실리콘의 기초 원료인 모노머 MCS METHYL CHLOROSILANE 를 생산하는 UPSTREAM 공정과 이를 원료로 하여 다양한 실리콘 제품을 생산하는 DOWNSTREAM 공정을 포괄하는 사업으로 주요 제품은 실리콘 및 실란트입니다. 건축 경기의 영향이 상대적으로 덜한 부문이지만 전방산업인 의료, 제약, 화장품, 건축, 자동차, 전기전자, 우주, 항공산업 등의 업황에 매출 및 수익성이 영향을 받을 수 있습니다.  반기말 연결 기준 매출액은   전체 매출액 중  의 매출비중을 차지하고 있습니다.,[기타 부문]기타 부문의 주요 제품 및 서비스로는 진공관, 고주파 발진부 등 각종 전자기 부품의 소재로 사용되는 A M ALUMINA METALIZING 제품과 파워모듈용 세라믹 기판에 사용되는 DCB DIRECT COPPER BONDING 를 생산하고 있습니다. 유리장섬유 GLASS FIBER 제품의 경우 내화학성, 강도, 불연성, 전기절연성, 내열 및 내구성이 우수하여 전기, 전자, 자동차, 항공기 부품 등의 복합재료로 다양하게 사용되고 있으며 다양한 전방산업의 업황에 따라 당사의 매출 및 수익성에 영향을 받을 수 있습니다.  반기말 연결 기준 매출액은  전체 매출액 중  의 매출비중을 차지하고 있습니다.주 매출액 및 매출비중은 내부거래 제외 기준입니다. "
026960,"연결회사는 건전한 재무구조와 경영의 투명성을 기초로 식품사업부문, 제조부문, 구매수출부문, 기타부문의 사업을 영위하고 있습니다.식품사업부문은 식자재 제품과 수입음료 등의 영업, 지류 및 유지류 제품의 영업,야자유, 대두유 제품의 영업을 하고 있습니다. 제조부문은 포장사업부문과 다류사업부문이 있으며, 포장사업부문은 합성수지 등을 원료로 한 식품용 포장재 제조 판매하며, 다류사업부문은 다류제품 제조 판매하고 있습니다. 구매수출부문은 구매대행업무 및 수출입 대행업무를 하며, 기타부문은 물류 보관업 및 임대업을 하고 있습니다. "
019170," 신풍제약 주 와 그 종속기업의 사업의 개요 신풍제약 주 의 종속기업 중 최근사업연도말 자산총액이 지배회사 자산총액의  이상이거나 최근사업연도말 자산총액이  이상에 해당하여 주요종속회사로 분류되는 대상은 존재하지 않습니다.  회사의 현황 시장여건 및 영업의 개황 연결기준 현재의 제약환경은 치열한 내수시장의 경쟁과 정부의 지속적인 리베이트 근절정책등으로 아직 제네릭 제품이 매출의 대부분을 차지하는 국내 제약사들은 경쟁력 확보에 많은 어려움을 겪고 있으며 또한 국가경제의 전반적인 경기 침체 등의 요인까지 겹쳐 어려움이 가중되고 있습니다. 이에 회사는 경쟁력 강화 및 미래성장동력 확보를 위하여 중장기 적으로 글로벌 신약개발에 힘쓰고 있으며 이러한 연구과제 수행의 자원을 확보하기 위하여 단기적으로 개량 신약 및 퍼스트제네릭 출시를 목표로 하고 있습니다. 또한 손익 개선을 위하여 비용절감은 물론, 수익성이 좋은 품목을 선별 후 집중 육성하여 거대품목화 하고자 합니다. 당반기 매출은  전반기  을 시현하였으며 당반기 영업이익은  전반기  으로 마감되었습니다. 매출은 코로나 팬더믹 상황이 장기화 됨에 따라 전기대비 약  감소하였습니다. 당반기 영업이익은 연구비가 전반기 대비 약  증가 약  증가 하여 판매비와 일반관리비가 약  상승한 바, 전년대비 약  감소한  그치게 되었습니다. 회사는 글로벌 신약개발, 개량신약 및 퍼스트제네릭 출시로 향후 매출 증가를 꾀하는동시에 수익성 높은 품목의 집중 육성을 통해 수익성을 제고하여 경쟁이 치열한 국내제약시장에서 경쟁력 확보를 위해 매진하고 있습니다. 위 문단에 기술한 바와 같이 회사는 미래경쟁력 확보를 위하여 연구개발비에 투자를 지속하고 있고 그 비율이 증가세에 있습니다. 이로 인하여 단기적으로는 비용의 증가로 인해 손익의 감소가 있으나 회사의 역량을 집중하여 신약개발 등에 성과를 도출하여 향후 매출증대에 기여할 수 있도록 최선을 다하겠습니다.  사업부문별 주요재무정보 연결기준 회사는 의약품제조 판매의 사업부문 단일부문 만 영위하고 있으며, 이에 대한 주요 재무정보는 다음과 같습니다. <의약품제조부문> 본 사업의 개요에 요약된 내용의 세부사항 및 포함되지 않은 내용 등은 II. 사업의 내용 의  주요 제품 및 서비스 부터  기타 참고사항 까지의 항목에 상세히 기재되어 있으며 이를 참고하여 주시기 바랍니다. "
047810,"당사와 종속회사는 항공기, 우주선, 위성체, 발사체 및 동 부품에 대한 설계, 제조, 판매, 정비 등의 사업을 영위하고 있습니다.군수사업의 대부분은 내수로 구성되며 수요자인 한국 정부 방위사업청 와 계약을 통해 제품 군용기 의 연구개발, 생산, 성능개량, 후속지원 등을 수행하고 있습니다. 주요 제품으로는 KT- 기본훈련기, T- 고등훈련기, 수리온 기동헬기, 송골매 무인기 등이 있으며, 현재는 KF- 한국 형 전투기 와 LAH LCH 소형무장 민수헬기 개발에 박차를 가하고 있습니다. 아울러 국내 최초로 민간기업이 주관하는 차세대 중형위성, 국방위성 개발사업으로 진출하고 있으며, 한국 형 발사체 총조립까지 우주 사업영역을 확대해 나가고 있습니다. 주요 제품 등의 특성 기타 세부내용은 II. 사업의 내용 의  주요 제품 및 서비스 를 참고하여 주시기 바랍니다.당반기 연결회사의 영업상황으로 매출액은  시현하였고, 이에 따른 반기 순이익은  시현하였습니다.  반기말 별도재무제표 기준으로 당사의 방위사업청 등을 대상으로 한 내수 비율은  이며, 이 외에 완제기 수출  , BOEING, AIRBUS 등을 상대로 한 민수 기체부품  로 매출이 구성되어있으며, 지역별 매출은 국내  아시아 및 중동  유럽  북아메리카  남아메리카  아프리카  보고서 작성일 기준 당사의 별도재무제표 기준 수주 잔고는   매출 및 수주상황의 세부내용은 II. 사업의 내용 의  주요 제품 및 서비스 를 참고하여 주시기 바랍니다.원재료 구매의 경우 당사는 협력업체와 장기 협력관계 구축을 통해 단가 안정화를 추진하고 있습니다. 당사는 첨단기술 확보가 향후 항공 방위산업에서 당사의 경쟁력을 결정 지을 것으로 판단하고 있으며, 연구개발 활동에 자원을 투자하고 있습니다. 반기말 별도재무제표 기준으로 당사의 매출액 대비 연구 및 개발비 비율은  입니다.본 사업의 개요에 요약된 내용의 세부사항 및 포함되지 않은 내용 등은 II. 사업의 내용 의  주요 제품 및 서비스 부터  기타 참고사항 까지의 항목에 상세히 기재되어 있으며 이를 참고하여 주시기 바랍니다. "
282330,"[편의점 사업, 주 비지에프리테일]당사는    분할기준일로 분할존속회사인 주 비지에프 舊 비지에프리테일 에서 인적분할하여 신설된 법인입니다. 하기 내용은 인적분할 전 현황을 포함하고 있습니다.   가락시영점을 오픈하면서 편의점 체인화사업을 시작하였습니다. 낙후된 개인슈퍼와 비교해서 소비자의 편의를 높일 수 있는 새로운 포맷을 제시하면서 빠르게 소비자들의 생활속에 밀접한 소매점으로 자리를 잡기 시작하였습니다. 또한 물류, POS시스템, 서비스상품 등 편의점 체인화사업을 위한 네트워크를 확립하였습니다.  지나면서  준비과정을 통한 탄탄한 사업배경과 우호적인 시장 환경에 힘입어 빠르게 성장하였습니다. 소자본 창업 수요가 늘면서 가맹희망자가 폭발적으로 증가하여 점포수 증가에 우호적인 환경이 조성되었습니다. 이에 당사는 네트워크와 시스템을 업그레이드하고 전국적인 점포망 네트워크를 완성하였으며 당사만의 PB상품,  콜센터 운영 등 편의점 관련 시스템을 한층 업그레이드하였습니다.  일본훼미리마트사와 라이선스 계약을 종료하고 당사만의 독자 브랜드 CU를성공적으로 런칭하였으며 한국  시장에 맞는 한국 형 편의점 모델을 정립하였습니다. 또한 가맹점 수익 중심의 운영 전략을 통하여 우량점 중심으로 출점함으로써 편의점 시장에서 선도적인 역할을 하고 있습니다. 당사의 연결대상 사업부문은 다음과 같습니다. 구 분근로자파견대행, 업무위탁운영 사업[물류 사업, 주 비지에프로지스]당사의 물류 사업은 비지에프리테일 가맹점의 공급을 기반으로 운영되고 있습니다. 이러한 공급의 영역은 국내의 섬지역 울릉도, 대청도, 백령도 및 제주도를 포함한 전 지역 입니다. 물류 사업의 범위는 개별 고객 기업들의 조달, 생산, 보관, 유통관리 및 수배송 서비스입니다. 당사는 전국에 물류센터를 보유하며 이를 기반으로 한 물류효율을 통해 고객의 요구 사항들에 부응하고 있으며, 편의점의 소분화된 물류 노하우를 기반으로 시스템 기반의 최상의 서비스와 최적의 물류비용을 제공하고 있습니다. "
204320,"당사는 제동, 조향, 현가, ADAS 첨단 운전자 보조 시스템 등 운전자의 안전과 관련된 제품 제조 기술을보유한 자동차 부품업체로 평택, 원주, 익산에 생산 사이트, 판교에 R D 센터를 두고 있습니다. 국내 매출은    기록하여 성장세를 이어가고 있었으나, ' COVID- 영향에 따른 완성차 판매 감소의 영향으로 국내 매출  기록하였습니다. 만도는 사업구조 안정화를 위하여 현대 기아차 뿐 아니라 GM, FORD, 중국 로컬 OEM, 유럽 및 인도 완성차까지 고객다변화를 진행 중이며, 해외 고객의 현지 대응을 위해 미국, 유럽, 중국, 인도 등 지역에  생산 사이트를 설립하였습니다. 또한, 해외에  연구소를 설립하여 해외 고객의 연구개발 지원과 현지특화된 기술 개발을 위하여 노력을 경주하고 있습니다. 섀시부품 기술 측면에서 국내 부품업계 최초로 ABS, ESC, EPS, ECS 등 첨단 전장제품을 개발하여 양산 하였고, 미래 자율주행차에 적용될 ADAS 제품 개발 분야에서도 해외 선진업체와 경쟁 중입니다. 최근에는 미국, 중국 등에 기반을 둔 전기차 업체에서 차세대 제품을 수주함으로써 경쟁력을 증명하고 있습니다. 또한 미래 먹거리 사업을 발굴하기 위하여 최근 신기술 전담조직인 WG캠퍼스를 설립하여, 자동차 업계의 큰 변화 트렌드인 CASE 연결성, 자동화, 차량공유, 전기차 에 대응하고 있습니다. 당사 지배회사 및 연결대상 종속회사에 포함된 회사들이 영위하는 사업은 이번 분기보고서 I. 회사의 개요 -  주요 사업의 내용 및 향후 추진하려는 신규사업 를 참고 하시기 바랍니다. "
112610,"당사와 연결종속회사는 풍력타워 생산 및 타워내부 부품, 베어링 생산 등 풍력타워 및 부품 생산사업을 운영하고 있습니다. 특히, 당사는 한국  본사를 기반으로 작성기준일 현재, 베트남, 말레이시아, 중국, 터키, 대만, 인도네시아 등 해외 타워생산법인을 운영하고 있습니다. 풍력 발전타워의 설치 지역 육상 해상 , 현지 기후 특성 등에 따른 고객의 주문에 맞춰 다품종 소량생산을 기반으로 하며, 공급지역은 유럽, 미국, 아시아 등 전세계 시장에 납품하고 있습니다. 최근 해상풍력을 주력으로 시장경쟁력을 강화하기 위하여 해상풍력타워 하부구조물 사업도 새롭게 진출하고자 합니다. "
