,original_code,morph_dart
46,11170,롯데 케미칼 주식회사 종속 회사 기초 소재 사업부 첨단 소재 사업부 구성 기초 소재 사업부 주요 제품 현황 석유 화학 제품 원재료 사용 기초유분 모노머 폴리머 제품 에틸렌 HDPE PP 생산 첨단 소재 사업부 플라스틱 원재료 가전 제품 자동차 소재 제품 PC ABS 생산 주요 원재료 납사 M X P X 유가 시장 수급 상황 영향 원재료 가격 영향 국내 생산 제품 가격 가동 수출 물량 직간 접 플러스 마이너스 요인 공통 작용 당사 연결 기준 국내 생산 지점 국내 해외 운영 매출 내수 수출 구분 판매 조직 사업 부제 근간 국내 기준 본사 주요도시 지점 해외 기준 미국 중국 독일 폴란드 판매법인 기타 해외 지사 판매 활동 전개 연구 개발 활동 기초 소재 사업 폴 리올레핀 수지 촉매 올레핀 방향족 기반 스 페 셜티 제품 개발 원천 기술 확보 경쟁력 강화 첨단 소재 사업 기능 합성 수지 제품 건축 인테리어 자재 개발 자 당사 사업 내용 아래 참고 
47,18880,당사 OEM 주문자생산방식 납품 자동차 관리 시스템 단일품목 제조 회사 한국 대전 공장 평택 공장 울산공장 아산공 장 경주 공장 보유 본사 해외법 자동차 관리 시스템 생산 단일 사업 부문 영위 가 업계 현황 산업 특성 제품 개발 미래 기술력 확보 품질 성능 자동차부품 산업 자동차 산업 직접 영향 자동차 부품 업체 개발 단계 완성차 업체 협력 자동차 제조 필요 부품 개발 생산 판매 완성차 업체 다수 자동차 부품 업체 부품 공급 자동차 생산 주문자 상표 부착 생산 방식 OEM 관계 산업 성장 세계 자동차 산업 유럽 중국 인도 시장 판매 증가 미국 성장세 둔화 러시아 브라질 경기 침체 전년 대비 소폭 증가 국내 시장 경기 회복 둔화 신흥 시장 마이너스 성장 수출 부진 전체 판매량 감소 차급 소형 승용 중국 시장 부진 중형급 북미시장 부진 비중 축소 소형 SUV 비중 확대 친환 경차 경우 일본 제외 지역 대폭 증가 현 대 아차 THAAD 여파 중국 시장 판매 둔화 미국 시장 부진 판매 감소 보호 무역주 강화 수출 하락 지속 B C 차급 중심 SUV 비중 확대 승용 비중 축소 선진국 판매 부진 미중 무역 분쟁 장기 작년 성장 정체 지속 지역 미국 신차 수요 증가 감소 유럽 경제 성장 둔화 수요 정체 감소 중국 무역 분쟁 장기 환경 규제 강화 수요 감소 브라질만 경기 회복 구매력 상승 주요 시장 유일 증가 세계 주요 시장 자동차 판매 코로 각국 이동제한령 영향 자동차 생산 포함 경제 활동 전반 위축 전년 동기 대비 감소 상반기 자동차 생산 코로 영향 기저 효과 수요회복세 영향 전년 동기 대비 증가 추세 미국 자동차전 문지 AUTOMOTIVE NEWS 발표 세계 자동차 부품업체 매출액 순위 국내 부품 업 규모 현대 모비스 전년 동일 기록 현대 위아 하락 기록 당사 매출액 달러 상승 차지 주 단위 매출 매출 BOSCH GMBH 유럽독일 CORP 아시아일본 INTERNATIONAL INC 북미캐나다 AG 유럽독일 FRIEDRICHSHAFEN AG 유럽독일 SEIKI CO 아시아일본 MOBIS 아시아한국 BIS 아시아한국 CORP 유럽프랑스 SA 유럽프랑스 CORP 아시아한국 RP 아시아한국 SYSTEMS 아시아한국 STEMS 아시아한국 CORP 아시아한국 RP 아시아한국 KEFICO CORP 아시아한국 RP 아시아한국 주 자료 세계 자동차 부품업체 현황 AUTOMOTIVE NEWS 업체 해외 시장 판매 현황 단위 천대 현대 자료 현대 기아 업체 국내 시장 판매 현황 승용 단위 천대 한국 자동차 산업 협 회 경기 변동 특성 자동차 부품 대부분 완성차 업체 주문자 상표 부착 생산 방식 OEM 공급 일부 직수출 애프터서비스 보증 수리 판매 자동차 부품 산업 자동차 산업 직접 영향 자동차 부품 업체 내수 수출 완성차 업체 추세 자동차 보급 대수 상대 선진국 북미 EU 일본 시장 경우 경기 변동 신흥 시장 회복세 전환 인도 러시아 브라질 수요 증대 예상 국내 자동차 생산 상반기 생산 차량 반도체 부족 생산 차질 전년 코로 인 글로벌 수요 감소 생산량 조정 일부 생산 중단 기저 효과 전년 동기 대비 증가 국내 자동차 판매 내수 상반기 내수 지난해 정부 감세 정책 확대 역기 저효과 차량 반도체 공급 부족 전년 동기 대비 감소 상반기 승용차 CDV 호조세 중형 대형 세단 SUV 판매 감소 전년 동기비 감소 상용차 트럭 판매 호조 전년 동기 대비 증가 친환경차 내수 하 이브리드차 전기차 판매 증가 전년 동기 대비 증가 판매 국내 자동차 판매 수출 상반기 코로 영향 수출 부진 기저 효과 주요 수출 지역 미국 유럽 수요 회복세 영향 전년 동기 대비 증가 판매 상기 자동차 생산 내수 수출 한국 자동차 산업 협 회 자동차 산업 동향 자료 인용 작성 경쟁 요소 자동차 부품 자동차 개발 주문자 상표 부착 생산 방식 OEM 공급 특성 자동차 부품 에어컨 경우 업체 기술 수준 가격 경쟁력 품질 수준 제한 입찰 방식 선정 자원 조달 특성 완성차 제조사 부품 자체 조달 비율 대신 외부 협력 체제 구축 조달 경향 최근 세계 유명 자동차 메이커 글로벌 아웃소싱 강화 추세 기인 
48,326030,당사 SK 그룹 차세대 성장 동력 발굴 신약 연구 개발 시작 거대 글로벌 신약 시장 타겟 중추 신 경계 분야 뇌전증 분야 혁신 신약 개발 집중 당사 기술 수출 수면 장애 신약 솔리암 페톨 미국 FDA NDA 승인 출시 제품명 SUNOSI 주력 제품 뇌전증 치료 신약 세노바메이트 FDA NDA 승인 미국 출시 제품명 XCOPRI 유럽 지역 기술 수출 EC 판매허 획득 유럽 시장 출시 제품명 ONTOZRY 일 본 지역 기술 수출 성과 당사 글로벌 시장 타겟 혁신 신약 개발 앞 신약 상업 성과 신약 후보 물질 탐색 출시 이후 마케팅 과정 글로벌 종합 제약사 FIPCO FULLY INTEGRATED PHARMA COMPANY 로서 경쟁력 노력 상반기 연결 재무 제표 기준 매출 누적 기록 세노바메이트 매출 상반기 매출 차지 솔리암페톨 매출 차지 당사 임상 시험 상업 원료 의약품 당사 특수 관계인 SK 바이오텍 공급 세노바 메이트 기타 임상 과제 의약품 생산 관련 각종 안전 시험 생산 기술 개발 SK 바이 오 텍 위탁 연구 용역 수행 상업 세 노바메이트 완제 의약품 캐나다 소재 전문 의약 위탁 생산 업체 CMO 활용 위탁 제조 당사 핵심 파이프라인인 세노바메이트 미국 현지 판매 목적 FDA NDA 승인 제품명 XCOPRI ® 미국 시장 출시 SK LIFE SCIENCE INC 세노바메이 트 직 판매 개시 ARVELLE ANGELINI 에 세노바 메이트 기술 수출 유럽 판권 이전 유럽 의약청 신약 판매허가 신청 최종 판매 허 승인 해 독일 출시 시작 유럽 진출 본격 주요 파이프라인 솔리 암페 톨 아시아 제외 글로벌 판권 JAZZ 기술 수출 솔리암페톨 JAZZ 임상 개발 진행 후 FDA NDA 승인 DEA 남용 가능 심사 완료 솔리암페톨 제품명 SUNOSI ® 미국 유럽 시장 출시 JAZZ SUNOSI ® 매출 당사 경상 기술료 수취 개시 
49,9540,가 지주 회사 현황 지주회사 HOLDING COMPANY 란 회사 주식 소유 회사 주식 소유 해당 회사 주식 의결권 법 기준 이상 보유 회사 실질 지배 취득 사업 목적 회사 당사 분할 등기 기준 독점 규제 공정 거래 법률 지주 회사 요건 충족 공정 거래 위원회 지주 회사 전환 신고 공정 거래 위원회 지주 회사 전환 심사 결과 통지 당사 지주 회사 전환 지주 회사 전환일 승인 나 사업 부문 현황 지배 기업 당사 종속 회사 사업 부문 현황 다음 현대 중공업 현대 공업파워 시 스 템 현대 신텍 현대 인프라솔루션 HHI MAURITIUS LIMITED HYUNDAI ARABIA L L C HYUNDAI WEST AFRICA LTD 연대 현대 현대빙윤 공유 한 공사 HYUNDAI HEAVY INDUSTRIES FREE ZONE ENTERPRISE 현대 중공업 현대 엔진유한 회사 HYUNDAI HEAVY INDUSTRIES MIRAFLORES POWER PLANT INC 조선 사업 설비 투자 필요 장치 산업 자본 집약 산업 전방 산업 해운산업 후방 산업 철강 기계 산업 밀접 상관 관계 해 양플 랜트 사업 장치 산업 부가 가치산업 일반 요구 설비 사양 설치 지역 원유 가스 생산 조건 상대 제작 공기 공사 금액 특성 상대 유가 영향 엔진 기계 사업 선박 항해 전기 공급 핵심 기술 집약 산업 해양 환경 규제 대응 친환경 기자재 주요 품목 생산 사업 특성 조선산업 밀접 관련 그린 에 너지 태양광 사업 제품 제조 설비 구축 요구 장치 산업 동시 지속 연구 개발 투자 요구 기술 집약 산업 건설 기계 산업 금속 소재 엔진 유압 부품 동력 전달 부품 다양 부품 정밀 가공 조립 기술 요구 기술 집약 산업 규모 설비 투자 개발 투자 운영 자금 소요 자본 집약 산업 내용 공시 서류 사업 내용 참조 
50,11790,가 사업 구분 주요 사업 내용 당사 수익 창출 재화 용역 성격 제품 제조 공정 특징 시장 특징 고려 경영 다각 실태 반영 모빌리티 소재 사업 화학 사업 INDUSTRY 소재 사업 필름 사업 전자 재료 사업 기타 사업 보고서 기재 당사 종속 회사 사업 부문 현황 요약 아래 지박 이차 전지 음극 집전체 작용 핵심 소재 이차 전지 산업 밀접 관련 전기차 ESS 기타 중소 IT 기기 산업 적용 제품 전지박 시장 사용 용도 IT 기기 전동 공구 적용 소형 전지 시장 EV ESS 등 적용 중대 전지 시장 분류 FCCL 사용 회로박 PCB 핵심 소재 PCB 산업 밀접 관련 최종 전방 산업 디스플레이 적용 제품 폴리우레탄 PU 산업 기초 원료 프로필렌옥사이드 PO 프로필렌글리콜 PG 생산 국내외 관련 산업 안정 공급 국내 PU 산업 초석 역할 수행 PO PROPYLENE OXIDE 는 폴리우레탄 원료 PPG POLYPROPYLENEGLYCOL POLYOL 에 가량 소비 다음 PG PROPYLENE GLYCOL 전체 수요 차지 나머지 PGE PROPYLENE GLYCOL ETHER 계면 활성 연재 제조 사용 PO 주요 제법 CHLOROHYDRIN PROCESS PEROXIDATION PROCESS 국내 시장 PO 경우 수입 의존 SK C 국내 최초 생산 설비 내수 생산 기반 확보 SK SK 텔레 시스 TECHDREAM CO LTD SE 강소 전자 재료 유 SK C 솔믹스 SKC 솔믹스 TAIWANSK IWANSKC 솔믹스 SHANGHAISOLMICS HONGKONG CO LTD SK D SKC SEMICONDUCTOR MATERIALS WUXI CO LTD SK D SKC ENF ELECTRONIC MATERIALS LTD SK D SKC NANTONG SEMICONDUCTOR MATERIALS TECHNOLOGY CO LTD SK 텔레시스 통신 사업 부문 SK 텔레 시스 보유 SK C 인 프라서비스 지분 전량 주식회사 팬택 앤아이엔 지니어링 매각 내용 당사 공시 영 업 양 결정 종속 회사 주요 경영 사항 공시 내용 참조 나 공시 대상 사업 부문 구분 사업 부문 요약 재무 현황 당반기 전반기 부문 매출액 다음 당반기 INDUSTRY 소재 부문 태양광 필름 PVDF 필름 사업 기타 부문 SK 텔레시스 주 SK C 인 프라서비스 주 통신 망 사업 중단 손익 제외 전반기 INDUSTRY 소재 부문 태양광 필름 PVDF 필름 사업 BHC 부문 기타 부문 SK 텔레시스 주 SK C 인 프라서비스 주 통신 망 사업 중단 손익 제외 
51,32640,LG 유플러스 모바일 스 마 트홈 서비스 제공 컨 슈머 사업 기업인프라 사업 영위 산업 혁명 포스트코로 시대 다양 콘텐츠 고객맞춤 제공 디지털뉴딜 정책 기술 기반 발전 스마트 팩토리 스마트모빌리티 B 사업 미래 성장 동력 발전 LG 유플러스 반기 연결 기준 서비스 수익 단 수익 영업 수익 기록 연결 기준 서비스 수익 전년 동기 대비 성장 기록 별도기준 전년 대비 성장 기록 동분기 LG 유플러스 별도 기준 서비스 수익 무선 서비스 비중 스마 트홈 기업인프 전화 서비스 수익 LG 유플러스 주요 종속 회사 LG 헬로비전 설립 LG 유플러스 지분 취득 지배력 획득 케이블 TV 고속인터넷 인터넷 전화 VOIP 광고 MVNO 이동 통신 서비스 방송 통신 서비스 가입자 제공 종합 유선 방송 사업자 오리지널 대표 콘텐츠 투자 지역 채널 인기도 OEM 제조 상품 렌탈 사업 영위 LG 유플러스 주요 종속 회사 미디어로 설립 인터넷 통신서비스 멀티미디어컨텐츠 제작 인터넷포탈서비스 영위 별정 통신 사업 등록 알뜰폰 MVNO 사업 영위 
52,86280,사업 개요 당사 영위 사업 종합 물류업 유통 판 매업 해운업 종합 물류업 고객 화물 운송 서비스 제공 사업 국내 물류 해외 물류 구분 유통 판매업 CKD 부품 공급 사업 도매 형태 중고차 경매 수출 중고차 사업 원자재 수출입 중계 무역 트레이딩 사업 구분 해운업 선박 이용 화물 운송 사업 완성차 운송 벌크 운송 구분 반기말 기준 연결 매출액 종합 물류업 유통 판 매업 해운업 당사 주요 매출처 현 대 자동차 주 기아 주 종합 물류업 경제 전반 구성 물 요소 흐름 관련 사업 생산지 소비지 물품 정보 흐름 저장 효율 계획 통제 실행 프로세스 말 당사 고객 화물 운송 보관 하역 물류 컨설팅 물류 관련 업무 총괄 담당 글로벌 물류 네트워크 기반 첨단 물류 정보 시스템 전문 인력 활용 ONE STOP TOTAL LOGISTICS SERVICE 제공 고객 가치 극대 당사 종합 물류업 발생 지역 국내 물류 해외 물류 구분 품목 수출 입물 완성 차물 부품 물류 벌크 물류 수행 유통 판 매업 CKD 사업 COMPLETE KNOCK DOWN 완제품 반제품 자동차 부품 수출 사업 해외 공장 국내외 부품 주문 접수 발주 집하 포장 후 컨테이너 작업 해상 항공 운송 현지 공장 납입 리드타임 단축 적시납입 체계 포장품질 유지 포장 표준 물류비 절감 전략 중요 요소 당사 CKD 사업 현 대 자동차 기아 중심 해외 완성차 공장 조립 생산 자동차 부품 국내외 협력사 발주 조달 포장 후 공장 통관 운송 판매 사업 부품 발주 포장 운송 현지 재고 관리 즉시 납입 종합 유통 서비스 제공 현지 공장 생산 향상 기여 유통 판 매업 중고차 사업 국내 최대 중고차 경매장 운영 당사 중고차 매입 전문 서비스 오토벨 중고차 매입 시세 산출 거래 중개 담당 사업 한 글로벌 네트워크 기반 중고차 수출 해외 중고차 유통 사업 영역 확장 추진 당사 중고차 사업 주요 부문 경매 개인 법인 신차구입 렌터카 리스 운용 업체 자산 매각 밀접 연관 경쟁 입찰 차량 매각 매도자 입장 매매 업체 개별 매도 경쟁력 가격 신뢰 사후 관리 장점 유통 판 매업 트레이딩 사업 산업 필수 소재 알루미늄 구리 수출입 삼국간 중계 무역 철 금속 트레이딩 사업 당사 주요 거래 선 중동 아태 신성장 지역 원자재 수입 내수 판매 국내 제품 해외 수출 당사 기 보유 물류 인프라 유통 역량 기반 트레이딩 사업 추진 해운업 선박 이용 고객 화물 지정 장소 운송 서비스 산업 선박 확보 규모 자금 투자 필요 자본 집약 산업 당사 해운사업 완성차 운송 벌크 운송 구분 완성차 운송 사업 PCTC 자동 차선 이용 승용차 상용차 특수 차량 건설 중장비 철도 차량 운송 벌크 운송 사업 벌크선 이용 철광석 석탄 곡물 DRY BULK 화물 운송 탱커선 이용 원유 석유 제품 가스선 이용 LNG WET BULK 화물 운송 수행 당사 완성차 운송 사업 본사 해외 네트워크 효율 업무 협력 세계 다양 항로 개발 노선 확대 경쟁력 지속 강화 바탕 현대 차그룹 외 VW TESLA FORD BMW GM DAIMLER 글로벌 완성 차업체 중고차 화물 수송 결과 매출 비중 반기 상회 수준 확대 벌크 운송 사업 적극 서비스 마인드 고객 유대 강화 바탕 장기 계약 위주 사업 전략 추진 DRY BULK 서부 발전 남동 발전 OCP 국내외 화 주 WET BULK 현대 오일뱅크 GS CALTEX 국내 대형 정 유사 장기 계약 체결 노르웨이 FREDRIKSEN 그룹 FLEX LNG 계약 LNG 선 시장 진출 향후 친환경 너지 운송 사업 지속 확대 추진 예정 
53,34220,당사 OLED TFT LCD 디스플레이 기술 활용 관련 제품 연구 개발 제조 판매 반기 누적 기준 자사 주요 판매 제품군 매출 비중 TV IT MOBILE 기타 부분 GLOBAL SET MAKER 고객 상위 고객 사향 매출 전체 매출 약 차지 당사 수출 주력 기업 반기 누적 기준 해외 매출 비중 약 미국 독일 일본 대만 중국 싱가포르 지역 판매 법인 고객 밀착 지원 국내 중국 베트남 생산 법인 생산 능력 글라 스 기준 연간 수준 OLED 차별 경쟁력 제품 생산 능력 확대 현금 지출 기준 연간 약 중반 규모 설비 투자 집행 금년도 연간 초반 설비 투자 집행 계획 DISPLAY 패널 생산 주요 원재료 GLASS 반도 체류 편광판 유기물 BACK LIGHT PCB 원재료 가격 시장 수급 상황 당사 구매 물량 변화 변동 당사 디스플레이 산업 규모 투자 생산 능력 확보 장기간 소요 생산 능력 확대 수요 성장간 균형 발생 패널 가격 등락 업체 영업 실적 생산 능력 기술 제품 개발 역량 생산 효율 품질 관리 고객 관계 구축 경쟁력 차이 활용 판매 가격 차별 당사 해외 판매 비중 매출 달러 원재료 구매 미 달러화 엔화 위안 환율 변동 영업 실적 변동 외화 표시 자산 부채 영업 현금 흐름 환율 변동 리스크 최소 관리 당사 매출액 대비 연구 개발비 비중 제품 기술 체계 연구 개발 활동 고객 가치 지속 창출 연구 개발 활동 경쟁력 바탕 TV 용 OLED 자동 차용 PLASTIC OLED 제품 산업 당사 차별 기술 바탕 유일 양산 OLED TFT LCD 활용 TV IT MOBILE 자동 차용 산업 다양 제품 영역 차별 가치 제공 디스플레이 산업 선도 
54,35250,가 사업 개요 연결 회사 사업 카지노 부문 숙박 레저 리조트 부문 기타 부문 다음 의표 구성 당사 카지노 폐 광 지역 개발 지원 특별법 의거 국내 유일 내국인 외국인 출입 동시 허용 영업장 회원 VIP 영업장 일반 영업장 테이블 전자테이블 포함 슬롯머 신 게임 기구 보유 기준 카지노 매출 전체 매출 차지 일평균 방문 카 지노 시설 운영 매출 영업 전반 문화 체육 관광부 사행 산업 통합 감독 위원회 당국 규제 감독 당사 관련 법규 지침 성실 사업 특성 발생 사회 부작용 최소 건전 게임문화 정착 다양 정책 추진 청정 자연 속 고원 지대 위치 하 이원리조트 호텔 콘도 스키 골프 워터 파크 카지노 곳 자리 국내 최대 복합리조트 리조트 매출 비중 기준 전체 매출 차지 카지노 영향 호텔 영업 매출 비중 계절 여름 겨울 휴가 방학 시즌 리조트 매출 방문객 증가 경향 당사 우수 리조트 시설 산림 관광 자원 지역 관광인프라 활용 숙박 레저 힐링 액티비티 컨벤션 다양 복합 상품 기획 판매 루지 탄광 문화 공원 방문객 증대 거리 컨텐츠 확대 지속 지속 가능 성장 동력 카지 노업 기반 슬롯머신 하드웨어 소프트웨어 제조 사업 병행 국내외 카지노 판매 자회사 폐선 철도 활용 철도테마 놀이 기구 숙박 시설 주 하이 원추추파크 강원랜드 시설 유지 관리 담당 주 하이 원파트 너스 현재 계속 코로 관련 사회 거리 정책 제한 영업 카지노 리조트 예년 대비 매출 감소 폭 상황 정부 사회 거리 두 단계 변화 카지노 매출 방문객수 증감 영향 거리 두 단계 완화 시 매출 방문 객수 증가 강화 시 감소 흐름 
55,21240,당사 창립 이 정수기 공기 청정기 비데 환경 가전 제품 생산 판매 환경 가전 전문 기업 환경 가전 제품 대중 트렌드 주도 업계 최대 생산 시설 R D 센터 보유 우수 제품 개발 역량 소비자 건강 생활 부합 제품 지속 개발 생산 당사 지속 국내 최고 위치 국내 기준 약 렌탈 멤버쉽 계정 확보 당사 사업 부문 렌탈 일시불 기타 부문 분류 당사 매출액 렌탈 매출 전체 차지 일시불 매출 기타 매출 해당 당사 환경 기술 연구소 TQA 실 협력 업체 기술 개발 노력 부품 국산 성공 대부분 국내 조달 필터 자동 생산라인 주요 매입 원재료 PBA 아세이 컴프레샤 당사 제품 유구 공장 인천공 장 포천 공장 생산 당사 국내 거점 말레이시아 미국 중국 태국 인도네시아 베트남 일본 유럽 해외 종속 회사 동종 사업 영위 수처리 기기 산업 설비 제조업 코웨이엔텍 포천 장자산 단 공업 용수 공급 건설 운용업 포천맑 물 공업 용수 시설 설계 운영업 미추홀 물 가구류 제 조업 아이오 베드 영위 종속 기업 사업 내용 사항 주요 제품 서비스 기타 참고 사항 내용 참고 
56,97950,식품 사업 식품 사업 가구 수 여성 근로자 증가 내식 기조 확산 전반 시장트 렌 드 변화 성장 지속 당사 고급 소비자트렌드 프리미엄화 전략 적극 추진 맛 품질 브랜드 파워 국내 종합 식품 회사 자리 K FOOD 글로벌 현지 미국 중국 일본 베트남 해외 식품 시장 진출 확대 비 고 브랜드 국내 글로벌 대형 브랜드 육성 미국 냉동식품 가공업체 SCHWAN S COMPANY 인수 명실상부 GLOBAL COMPANY 도약 소재 식품 사업 성숙 산업 설탕 밀가루 대두유 주력 시장 내수 수요 감소 추세 생활필수품 산업 특성 수요 탄력 경기 변동 영향 국제 곡물가 원당 원맥 대두 환율 등락 원가 등락 기복 당사 곡물가 환율 변동 경기 부진 외부 환경 변화 대외 시장 변동 축소 헤 전략 적극 추진 바이오 사업바이오 사업 세계 최고 수준 발효 정제 기술 기반 식품 첨가 FOOD ADDITIVE 와 사료 첨가 FEED ADDITIVE 부문 영위 고생산 균주 개량 효율 발효 공정 기술 도입 지속 R D 기술 역량 생산 향상 원가 경쟁력 강화 집중 결과 라이신 핵산 트립 토판 부문 세계 위상 바이오 사업 향후 아미노산 고부 가치 NUTRITION HEALTH 분야 선도 나감 동시 아미노산 생산 축적 미생물 기반 기술 역량 바탕 생분 플라스틱 화이트 바이오 사업 마이크로바 옴 레 드 바이오 사업 확장 생물 자원 사업 수익 중심 사료 혁신 제품 개발 생산 기반 축산 사업 확장 중점 전개 동남아 지역 위주 글로벌 전략 실행 당사 인도네시아 필리핀 베트남 중국 캄보디아 미얀마 거점 국가 상황 사료 축산 균형 인프라 확보 BIOSECURITY 역량 생산 기반 글로벌 종합 사료 축산 업체 성장 물류 사업 물 사업 CL 사업 부문 택배 사업 부문 글로벌사업부문 건설 사업 부문 사업 부문 최근 급성장 이커머스 시장 대응 풀필먼트 센터 규모 허브터 미널 결합 독자 융합 CJ J 대한 통운 E 풀필먼트 이커머스 사업자 소비자 안정 서비스 제공 최근 증가 언택트 비즈니스 라스트 마일 서비스 효과 대응 기술 중심 사업 경쟁력 강화 TES 물류기술 연구소 출범 AGV AUTOMATED GUIDED VEHICLE AMR AUTONOMOUS MOBILE ROBOT 무인지 차 로봇팔 첨단 기술 활용 물류 센터 자동 인 실현 물류 빅데이터 활용 물류 운영 난제 해결 향후 물류 네트워크 센터 설계 최적 물류 사업 미래 성장 주도 고객 첨단 기술 글로벌 물류 기업 도약 계획 
57,4020,철강 산업 쌀 중요 기초 소재 자동차 건설 조선 가전 기계 주요 산업 안정 발전 산업 근간 제조 산업 이유 철강 산업 규모 기술 수준 나라 경제력 국력 척도 평가 우리나라 철강 산업의기반 위 안정 국가 경제 발전 당사 국내 최대 생산 능력 전기 철강 제조사 봉형강 부문 규모 경제 시현 당진 일관 제 철소 가동 국내 제 강사 국내 판재 수급 개선 철강 산업 발전 일익 담당 주요 사업 국내외 철강 영업 부문 판재 봉형강 중기계 기타 영업 부문 반제품 부산물 로 구성 전기 부문 지속 연구 개발 투자 수준 제품 고도 생산 향상 토대 국내외 다양 철강재 수요 물량 강종 측면 대처 능력 확보 부문 신규 진출자 최신 설비 장점 최대한 활용 현대 자동차 그룹 공동 연구 개발 진행 한편 현대 하이스코 냉연 사업 부문 분할 합병 현대 하이스코 완전합병 해외 SSC 강관 자동차 부품 사업 인수 글로벌 종합 철강 회사 도약 성장 동력 확보 전기로 생산 봉형강 제품 수요 산업 건설 산업 건설 시황 기후 특성 계절 요인 영향 최근 건설 공법 발전 연중 수요 형성 계절 특성 감소 반면 부동산 경기 정부 정책 방향 영향 증가 고로 생산 판재 제품 수요 산업 자동차 조선 산업 경기 전반 영향 연중 비교 안정 수요 유지 회사 매출 전반 경제 상황 개별 산업 업황 영향 최근 글로벌 철강 시황 회복세 지난해 세계 경제 코로 팬데믹 충격 경기 침체 올해 선진국 중심 경제 활동 재개 세계 경제 성장 폭 반등 전망 자동차 건설 조선 전방 산업 회복세 기대 글로벌 철강수요 증가 예상 미래 모빌리티 전환 친환 경선 박 수요 증가 건축물 안전 강화 수요 산업 고도 고기능 철강 소재 수요 속도 증가 예상 당사 고부가강 제품 개발 생산 신규 수요 적극 대응 
58,720,현대 건설 주식 회사 종속 회사 이하 연결 실체 연결 부문 사업 본부 사업 용역 제공 전략 사업 단위 사업 공사 기술 과용역 요구 별도 운영 사업 부문 제품 매출실 다음 가 토목 사업 부문 토목 사업 분야 국토 개발 사업 항만 공사 철도 도로 교량 공사 물환경 수처리 사업 국가 경제 발전 근간 인프라 건설 담당 경제 발전 주도 토목 사업 산업 생산 고용 부가 가치 창출 측면 전후 방효과 산업 국민 생활 환경 영구 영향 중요 특성 최근 토목 사업 해외 사업 비중 확대 지역 기존 강세 중동 동남아 중남미 확대 추세 해외 현장 해양 도로 수 자원 다양 균형 포트폴리오 구축 국내 부문 기술 입찰 선별 추진 종합 심사 시범 사업 적극 참여 위축 국내 시장 수 주 역량 집중 토목 사업 당사 위상 시장 유지 가능 건축 주택 사업 부문 건축 사업 분야 주거 의료 사무 교육 체육 문화 시설 첨단 산업 공공 기관 시설 광범위 종류 건축물 담당 개발 건축 아파트 주상 복합 사업 주택 사업 포함 건축 사업 기술 트렌드 변화 반응 특성 주택 사업 경 기 동향 고객 니즈 특성 건축 사업 고용 유발 효과 IT 친환경 기타 산업 연관 분야 최근 친환경 그 린빌 딩 고층 건물 복합 개발 사업 분야 산업 성장 기대 플랜트 에너지 분야 플랜트 산업 석유 화학 플랜트 가스 처리 정유 석유 화학 해양 설비 시설 각종 산업 설비 분야 제철 제련소 LNG 터미널 원자력 사업 구분 플랜트 설계 구매 시공 일괄 제공 TURN KEY 방식 프로젝트 수행 발주처 요구 사항 충족 TURN KEY 수행 능력 시장 경쟁력 확보 주 요소 고도 기술력 광범위 지식 서비스 필요 부가 가치 산업 설계 엔지니어링 컨설팅 기자재 제작 시공 시운전 자금 조달 부문 수익 창출 기회 부여 산업 연관 효과 국가 산업 구조 고도 기여 산업 플랜트 소수 공공 민간 발주자 발주 공정 플랜트 제작 공급 업체 일정 수준 이상 기획 능력 기술력 자본력 사업 관리 능력 프로젝트 수행 경험 일부 기업 국한 경향 후발 기업 시장 진입 특성 최근 경제 신흥국 성장 석유 화학 제품 수요 증가 예상 플랜트 산업 석유 화학 비중 예상 재원 조달 EPC FINANCING 형태 발주 증가 추세 EPC 업체 PF 역량 향후 수주 수행 중요 변수 대두 에너지 사업 산업 원동력 전기 생산 발전 생명 근원 물 생산 담수 플랜트 에너지 네트워크 근간 송변전 산업 전기 설비 대상 다양 산업 부문 수익 창출 기회 부여 전후방 산업 연 관 효과 장기간 사업 분야 에너지 시장 신흥국 개발 도상국 중심 산업 안정 전력 공급 투자 지속 예상 지구 온난 기후 변화 문제 신재생 너지 분야 세계 주목 국내 경우 탈석탄화력발전 정책 추진 신재생 너지 시장 성장 전망 
59,6800,사업 개요 당사 금융 투자 업자 GLOBAL BUSINESS INVESTMENT BANKING TRADING WEALTH MANAGEMENT PRINCIPAL INVESTMENT 주요 사업 국내 안주 글로벌 비즈니스 영역 사업 확장 지속 추진 글로벌 TOP TIER 투자 은행 도약 노력 주요 사업 내용 아래 GLOBAL BUSINESS 미 래에셋 증권 글로벌 투자 전문가 대한민국 대표 글로벌 IB 명성 경쟁력 글로벌 네크워크 기반 해외 우량 자산 발굴 해외로 투자 기회 적극 제공 
